param,median,2.5%,97.5%,ess,sim,scenario
post,-962.8595495414818,-993.9712236246343,-936.4970757978671,418.52695426978914,S1_1,1
mu,5.451414037453584e-4,3.050126656938053e-4,8.931506664956314e-4,1800.9999999999984,S1_1,1
pi,0.9916603491698939,0.955182420142846,0.9996783693496349,1435.3241112424678,S1_1,1
post,-1126.1710972399737,-1157.98948037476,-1098.440624900299,662.7911167726401,S1_2,1
mu,6.728584614076391e-4,4.1279763989565503e-4,0.0010101609152616425,1800.9999999999982,S1_2,1
pi,0.9915721858168847,0.9553408741910199,0.9996396856581574,1188.012623642194,S1_2,1
post,-3033.177707201168,-3078.509062342675,-2987.0562517850535,701.6909986609295,S1_3,1
mu,4.244444612827702e-4,3.040577250909368e-4,5.814552667241985e-4,1270.6393704921427,S1_3,1
pi,0.9966682858265122,0.9841437230867964,0.9999051775448443,707.5358673281555,S1_3,1
post,-420.2854870739675,-439.25766552077545,-406.5667242498626,1572.294606605772,S1_4,1
mu,7.226175675945738e-4,3.30015655832014e-4,0.001342308910020005,2082.4927853524846,S1_4,1
pi,0.9808293685198597,0.9048163064789435,0.9992373626519871,1800.9999999999984,S1_4,1
post,-3038.857203272372,-3092.19812476604,-2993.8376976089257,691.9912631097202,S1_5,1
mu,3.961045498426726e-4,2.723076669574868e-4,5.433157520784546e-4,1800.999999999998,S1_5,1
pi,0.9960281548773121,0.9781642039089461,0.9998344851403671,618.6800250705185,S1_5,1
post,-1960.757786047949,-2002.533395412347,-1927.2911126723284,709.3368632506124,S1_6,1
mu,4.3704634871864366e-4,2.792245161316724e-4,6.26496326651255e-4,1801.0000000000023,S1_6,1
pi,0.9953097050270463,0.9757959518364424,0.9997778705503789,1045.8855945538587,S1_6,1
post,-1341.115109761186,-1368.9718394982324,-1314.3172638084015,587.9512473316033,S1_7,1
mu,4.984508482626463e-4,3.1103917771205757e-4,7.788810759799552e-4,1801.0000000000002,S1_7,1
pi,0.993742820994074,0.9695118636669426,0.9996839545337024,1227.3809043079261,S1_7,1
post,-495.5687763583654,-519.737596580219,-477.35313741868913,565.5434796982745,S1_8,1
mu,3.930430994557322e-4,1.4753184698449616e-4,7.958118358387403e-4,1617.1287683055868,S1_8,1
pi,0.9849146962223141,0.9224594622446688,0.9994252707845379,1801.0000000000007,S1_8,1
post,-302.968045350456,-319.0274808282513,-287.35313766156327,946.3974385200246,S1_9,1
mu,7.181453522574403e-4,2.788304288337426e-4,0.0014509138461482204,1243.3103075581573,S1_9,1
pi,0.9794410729528495,0.8998096108738662,0.9990043035494484,1801,S1_9,1
post,-389.69866091122225,-413.7700821512684,-372.2091025042276,573.4596675864658,S1_10,1
mu,5.74400197129668e-4,2.2558135608592768e-4,0.0011476069199243262,1357.131171881772,S1_10,1
pi,0.9600789621377336,0.8469009454687592,0.9981715973470212,699.7302255266491,S1_10,1
post,-400.5958402134368,-425.22202775162555,-381.47527029940807,610.1449863524833,S1_11,1
mu,6.195849493091908e-4,2.6219519893633974e-4,0.0011958655566472506,1801.0000000000014,S1_11,1
pi,0.9782883169517511,0.8908476731141763,0.9989947864334698,1619.3791382408538,S1_11,1
post,-650.5946999755981,-685.1190590197072,-628.6293915512014,1027.2400692630613,S1_12,1
mu,7.178272040099718e-4,3.8234891017572344e-4,0.00124580492163052,1591.4957280522863,S1_12,1
pi,0.9701540607549611,0.856397402409413,0.9984075727313547,1465.8776295695618,S1_12,1
post,-1442.5105500357342,-1488.075126016549,-1408.9372782679038,555.339605734426,S1_13,1
mu,4.110912569639324e-4,2.480274286354099e-4,6.552801383529971e-4,1801.0000000000002,S1_13,1
pi,0.9904007680443029,0.9517088309706885,0.9997375674124747,945.3454077139783,S1_13,1
post,-1505.6130979490938,-1539.343637482872,-1477.6668612929761,832.5325857478023,S1_14,1
mu,4.722011673535184e-4,2.922504621529596e-4,7.11453686980599e-4,1800.999999999998,S1_14,1
pi,0.9937072849234161,0.9674562278112927,0.9997813958763814,1148.2079023134868,S1_14,1
post,-937.524131414824,-966.4072487550176,-913.8254229797597,564.6870803837045,S1_15,1
mu,7.637727058797534e-4,4.44833730200101e-4,0.0011897775990104794,1399.9900512331285,S1_15,1
pi,0.9875846788168956,0.9402319281753408,0.9996175788844326,1637.108506157018,S1_15,1
post,-1476.086088391584,-1516.8826689619261,-1439.879169147608,671.0459171359779,S1_16,1
mu,2.62649464759052e-4,1.3424938524810425e-4,4.4726090200857e-4,1801.0000000000016,S1_16,1
pi,0.9919583456672048,0.9562736310155594,0.9997690544748159,996.889343898215,S1_16,1
post,-612.6980911939044,-636.9579351255884,-592.5513724065472,767.632837858569,S1_17,1
mu,3.203667557244782e-4,1.1714652000480073e-4,6.501716318042294e-4,1801.0000000000023,S1_17,1
pi,0.9872813141286965,0.9354780652095801,0.9994018673561947,1652.7675028394383,S1_17,1
post,-337.8713427131259,-354.59373699902653,-324.1139224641571,1050.1509007842822,S1_18,1
mu,6.311079831781264e-4,2.5263838656780507e-4,0.0013360778749117671,1300.3629440569696,S1_18,1
pi,0.9820843114474032,0.9159125241139829,0.9992456732002254,1800.9999999999995,S1_18,1
post,-1213.63111014769,-1245.2499299350811,-1186.3087824787717,645.324368952259,S1_19,1
mu,4.2418396263771565e-4,2.368008687912588e-4,6.948258443725367e-4,1801.0000000000057,S1_19,1
pi,0.9916466930668658,0.9623473119922851,0.999638189912281,1330.7665493296952,S1_19,1
post,-432.59726618767615,-458.0025187468719,-411.0328219800482,435.53889371108676,S1_20,1
mu,6.686476638186617e-4,3.0437000974649597e-4,0.0012681487933937092,1552.219660726483,S1_20,1
pi,0.9797207346839125,0.8986843830950261,0.9990548734218373,1554.273467075372,S1_20,1
post,-971.0819096249567,-1003.2703261141656,-945.4957503853799,339.7712511494995,S1_21,1
mu,6.22445004588128e-4,3.529966374154225e-4,9.79365360675343e-4,1800.9999999999977,S1_21,1
pi,0.9879374684077618,0.9425314050031851,0.9995301104565549,1467.1984660547841,S1_21,1
post,-581.0776527006999,-613.0162916687502,-560.113396224104,1155.630185195916,S1_22,1
mu,2.8636768564709633e-4,1.0098677541656026e-4,6.304727975792544e-4,1800.9999999999982,S1_22,1
pi,0.9751378345658562,0.8868026683281541,0.9989919159172352,1409.4056128970817,S1_22,1
post,-558.2801023131698,-587.0099540697121,-536.0342167491087,1016.7338911586793,S1_23,1
mu,3.850166095136495e-4,1.5185419975057357e-4,7.784088140305196e-4,1800.9999999999993,S1_23,1
pi,0.9715424961634991,0.8640144401559716,0.998849957806915,1514.2545080068442,S1_23,1
post,-475.5217532571516,-498.4914505432003,-456.5255587823891,865.3393609848857,S1_24,1
mu,2.724417399813154e-4,7.688180460509251e-5,6.571489285910022e-4,1800.9999999999995,S1_24,1
pi,0.9832401140328213,0.9172035053237871,0.9993092605024256,1989.3488520133822,S1_24,1
post,-453.0590704515131,-474.29687697287864,-436.0051348401561,810.7829529392328,S1_25,1
mu,6.604145398046771e-4,2.9679859833896266e-4,0.0012520380383165422,1606.441964305984,S1_25,1
pi,0.9834661690198047,0.9141531329414334,0.9993893427029129,1659.6647591359756,S1_25,1
post,-324.1111667682266,-354.3986246214943,-301.97339280288094,724.0890550214688,S1_26,1
mu,4.041385346851504e-4,1.217672353099729e-4,9.029183902531699e-4,1580.6468120532204,S1_26,1
pi,0.9353976582484798,0.7627139234758463,0.9972896434023193,1068.2676049799904,S1_26,1
post,-2864.8187574448666,-2916.7816116002427,-2823.538543279518,565.5613550596823,S1_27,1
mu,4.971690647067202e-4,3.5228452587814525e-4,6.769200555755477e-4,1650.512045082085,S1_27,1
pi,0.9966260242267698,0.9821517520112247,0.9998012130414798,785.9668805365008,S1_27,1
post,-1302.5591970398095,-1338.7062438526505,-1271.557301789,493.86978979255946,S1_28,1
mu,4.0488184433228676e-4,2.228157811053562e-4,6.609600299744125e-4,1551.5684192030526,S1_28,1
pi,0.9924254473829248,0.9607844837821746,0.9997250465975496,1201.7040105049728,S1_28,1
post,-1921.3039275358974,-1964.617768544374,-1885.2630207362217,695.097170534692,S1_29,1
mu,4.633437365997481e-4,3.068538006033481e-4,6.76585432582281e-4,1441.2769341289206,S1_29,1
pi,0.9952289751711344,0.9769080330395542,0.9998390971857508,928.405950669283,S1_29,1
post,-3198.4622265220887,-3252.08457090131,-3149.7233892536115,557.9198778789532,S1_30,1
mu,3.974840206399697e-4,2.723733931184163e-4,5.502604896994234e-4,1800.9999999999984,S1_30,1
pi,0.9960467698722528,0.9807858399201975,0.9998701562379014,564.0005069929433,S1_30,1
